@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"Terremoto in Costa Rica - 24 ore - Televisione nazionale del Cile http://t.co/sXy4KDFL @fetcheves","7","0","0","97","15","0","1"
"#EEUU.: L&#39;esplosione nell&#39;impianto di fertilizzanti vicino a Waco, in Texas, causa numerosi infortuni. Photo @ 1ventura1 http://t.co/TbHtgiJBBy","9","1","0","151","23","1","0"
"RT @correoorinoco: Terremoto di magnitudo 4.3 è stato registrato nella costa nord di #Peru http://t.co/odQhZMjT @reporterremoto #terremoto","8","2","0","139","20","2","1"
"RT @ COE_RD: non ci sono allarmi tsunami per i Caraibi ... il terremoto è stato nel Pacifico 8 km (5 miglia) NE di Samara, Costa Rica","11","3","1","134","24","0","1"
"Attiva la linea AMUAY 0800-TU per assistere l&#39;incidente di raffineria: &quot;Qualsiasi persona colpita da Parag ... http://t.co/oJMjIqz5","5","4","0","140","23","0","1"
"@ReutersLatam: Warning Center Tsunami Pacific ritira l&#39;allarme tsunami per i Caraibi dopo #sismo #CostaRica, continua ad avvertire r ... ☁","8","4","0","144","20","2","1"
"RT @clauvalereyes: PLEASE RT RT URGENT #Amuay Analgesics è richiesto; CODEINE, MORFINE, DEMEROL, ULTRACET (TRAMADOL) Per favore RT il n ...","16","2","0","140","19","1","0"
"#prayforboston? Qualcuno può dirmi cosa è successo? : s","0","2","2","57","7","1","0"
"Finisco la visita degli amici di Rafa, il saldo negativo ha eseguito la rosa cinese di un lancio! #terremoto","6","3","0","108","19","1","0"
"Che cazzo hanno i gringo in testa che amano entrare in un sito e sparare alle persone? #LAXShooting","6","5","1","99","18","1","0"
"RT @martinahooper: non sono una ONG, Viñeta di @eldiarioes day di Manel Fontdevila http://t.co/YUApl7WCQo #Bangladesh @setemcat","9","2","1","128","20","1","0"
"The Dreams.12 #costarica #coast #ecr #pacific #vacations #architecture #marriot #puntarenas #herradura #trav http://t.co/GvZOD237","7","7","1","129","17","10","0"
"foto mozzafiato delle esplosioni di un treno ad olio nella cittadina di Lac-Mégantic # Canada http://t.co/2lNdkLJQT1","8","3","0","117","20","1","1"
"Caro abbiamo intenzione di spostare il prossimo tremore per Venerdì #temblorcr scusa per gli inconvenienti migliori saluti","7","3","0","123","17","1","1"
"@ JoseLorenzo1009 saluti da #CostaRica e #halamadrid sempre ...","3","2","0","63","7","2","0"
"Vespertino Olmeca: avvertimento tsunami di terremoto di 7,6 gradi in Costa Rica http://t.co/PM2MoZ63","9","0","0","100","17","0","1"
"@I_pain_less Se non ti sei ancora reso conto, la Costa Rica ha subito un tremendo terremoto, quindi l&#39;HT di oggi sarà #ForzaCostaRica RITUIT","9","4","1","145","25","1","1"
"100 persone scomparse e 15 morti da un terremoto in Guatemala, è vero? : O","4","2","0","75","13","0","1"
"RT @ lauramart95: buon barbecue con @ marigarcia1995 @ fanii33 @alvaro_phineas @ MarcosMarquez11 @JositoDj @ Carlos_RG6 #pablo e #rubi http: ...","11","3","0","144","15","2","0"
"RT @elmundoes: un terremoto di magnitudo 7.9 scuote la Costa Rica","5","1","0","65","12","0","1"
"RT @juancarloschoy: Secondo gli esperti di pgr, quello che è successo in Russia è stato un gas metano dalla luna # метеорит","7","4","2","133","18","1","1"
"RT @CIMATCHILE: TERREMOTO: con magnitudo 7,5 con epicentro sulla costa tra il Chiapas e il Guatemala. http://t.co/hPImPLUk","8","1","0","122","21","0","1"
"#LARA #FALCON E #distritoCapital ... abbiamo poca merce DOLCE VELENO di CARAMELLE DI CIANIDE .. SE VUOI IL ... http://t.co/rt6ERXTZ","9","5","0","131","20","3","0"
"RT @CALACNN: &quot;@glendacnn: Siamo vivi con un forte terremoto in #CostaRica&quot; // Tu tierra mi (cont) http://t.co/MO8uhKCZ","8","2","2","128","21","1","1"
"Terremoto 7.6 Costa Rica, TUPSA, 05 / Set / 2012: http://t.co/EJ152FaD via @youtube","5","1","0","83","15","0","1"
"Tra cattivo stato delle piante Josefa Camejo e Plant Center senza Plant Tucacas #Falcon very bad #sinluz http://t.co/Kt0AFg2O","11","4","0","125","21","2","0"
"@sophielster: COSA! C&#39;è stato un terremoto di 7.6 in Costa Rica! http://t.co/5EZyEPgp / csm","6","2","0","96","18","0","1"
"RT @MUSAS_DCHAYANNE: PREGHIERE P COSTA RICA FINITI D TERREMOTO D 7.9 GRADI D INTENSIDAD.HAY ALERT D TSUNAMI P MESSICO, COL, ECUAD ...","20","0","0","133","23","0","1"
"Possibili date di # MägodeOz: 8 febbraio a #Guatemala. 14 marzo a #Chile (lo stesso giorno di Turisas ...). 23 marzo in #Argentina.","11","1","0","132","22","4","0"
"L&#39;agente non è posto dove si trova la famiglia #santamaria","1","3","1","63","11","1","1"
"RT @AndreaAristegui: SHOA pubblica un allarme tsunami per le coste cilene dopo un terremoto in Costa Rica. http://t.co/MYzaVoz0","9","3","0","127","21","0","1"
"RT @espinozajs: terremoto di 7.9 FUE a 12.4 miglia di profondità #Costarica","6","1","1","76","14","1","1"
"Nel corso di primo soccorso con @mvallvey @ Tore_Baza95 @drecouvreur #alvaro e #pablo","6","2","0","85","12","2","0"
"Terremoto di 7,9 gradi scuote la Costa Rica: allarme tsunami - Terra Chile http://t.co/blMH3RMk via @TerraChile","6","3","0","111","19","0","1"
"RT @JIMotaO: Signore, chiediamo la tua pace per questa terra, # Paraguana, pace per la mia città, pace per il popolo, pace per #Venezuela.","12","3","0","139","23","2","0"
"RT @DiarioLaPrensa: L&#39;allarme tsunami continua per Costa Rica, Panama, Nicaragua http://t.co/ER6KoLkP #temblorcr","6","2","0","116","17","1","1"
"RT @ jcordon5: aspettano la loro fortuna in banca @S_Talavante @ adriwrc92 @ jcordon5 #pablo e #david","10","3","0","101","14","2","0"
"RT @MiDiarioPanama: 12 ottobre: ​​# Panama vs #Honduras || #ElSalvador vs #CostaRica || #Guatemala vs #Jamaica || @ninomangravita","13","7","3","133","14","5","0"
"Non perdere il Natale in #SanMarcos: /","3","1","0","38","6","1","0"
"コ ス タ リ カ (Costa Rica) è il #TT in Giappone per il terremoto del 7.6 con allarme tsunami che è accaduto pochi minuti fa.","11","2","1","132","20","1","1"
"Costa Rica Tremor http://t.co/pDZCjiSW","4","0","0","38","7","0","1"
"La settimana ha cominciato a muoversi =) ... beh, un mese dalla prevista fine del mondo ... è una questione di attesa! #sismo","9","4","0","126","19","1","0"
"Arde #Amuay alle 9.40, segnala @CBatiz http://t.co/XpXjtX0e questo -&gt; @ MeDicenDivi @Lizdayanamelian","5","2","1","103","15","1","1"
"RT @ 24HorasTVN: ORA: SHOA pubblica in questo momento, che c&#39;è un allarme tsunami per #Chile a causa di un terremoto in #CostaRica http://t.co/N3brPnyY","10","2","1","156","27","2","1"
"Proteggili e proteggili Signore, Amen. RT noticias24: ALERT Un forte terremoto di magnitudo 6.2 scuote Guatemala (USGS)","7","1","0","119","18","0","1"
"Terremoto di 7,6 gradi in Costa Rica, Panama e Nicaragua: il presidente della Costa Rica, Laura Chinchilla, conf ... http://t.co/5Xj5Tcqv","11","3","0","137","23","0","1"
"RT @primerahora: guarda i video di fort #terremoto è stato registrato in #CostaRica http://t.co/KzxYhzZO","4","3","0","105","16","2","1"
"RT @pedrobiaggishow: Pregando per i nostri fratelli in Costa Rica che sono stati scossi da un terremoto di 7.6 @ ElZol1079","8","2","1","122","21","0","1"
"RT @ChivasseraCampe: solo 1 ora e mezza dalla partita! # Messico! #CostaRica!","4","2","0","77","11","2","0"
"RT @ActualidadRT: #Sismo di 6,3 gradi scuote diverse regioni di #Chile http://t.co/RCQ76GjN","6","2","0","91","16","2","0"
"@UriKatsav Si dice Tamerlan Tsarnaev, era un cittadino russo e in Russia non c&#39;è ABC, NBC, FBI, CNN, ecc. Putin indagherà e dirà la verità?","11","5","1","147","26","0","0"
"Vedi mio cugino Iq dimmi &#39;&#39; non c&#39;è nulla da temere con un sorriso maqiavelica è sinonimo di q q deve correre! #Terremoto","5","7","1","135","24","1","0"
"RT @El_informador_: Pedro Gaete: terremoto in Costa Rica e progetto Haarp http://t.co/3NYqnLoC","8","2","0","94","15","0","1"
"#CostaRica - Tigo investe nell&#39;espandere la propria copertura. In @SignalsNews http://t.co/hK8UjnuC","5","2","0","103","15","1","0"
"RT @RCTVenlinea: Il riassunto di una tragica giornata: l&#39;esplosione nella raffineria di Amuay (video) - http://t.co/tWPfEwpP http://t.co/WK5 ...","7","1","0","148","24","0","1"
"Domani alle 4:00 un piccione per Salomon Islands #Guatemala #FuerzaGuate #FuerzaSanMarcos @todosConGUATE","6","1","0","104","13","3","0"
"# Pablo, o vieni o sei fuori dalla sorella a causa dell&#39;ipotermia. Ho friooooo!","4","3","0","83","15","1","0"
"RT @ DesiiGarcia16: Da cafetito cn @ISaaraBen # keles # dilsa # Joaquín #Pablo e #juancarlos","9","4","0","93","13","5","0"
"Segnala 170 scosse di assestamento dopo il terremoto di magnitudo 7.6 in Costa Rica","6","1","0","83","15","0","1"
"Terremoto in Costa Rica puttana madre 7.9","4","0","0","41","8","0","1"
"RT @TerraChile: [COSTA RICA] Elettricità e comunicazioni tagliate a San José da un terremoto di magnitudo 7.6","9","1","0","111","18","0","1"
"Il Guatemala si rammarica del terremoto in Costa Rica: la Commissione Nazionale di Emergenza del Costa Rica (CNE) ancora m ... http://t.co/QU8rLcLt","10","1","1","147","24","0","1"
"52 morti e 1,2 milioni di persone colpite dal terremoto in Guatemala | Sempre! http://t.co/iFj1SbBb","6","1","0","99","18","0","1"
"Calmati! cool! non panda il cunico, ci ha servito per svegliarci, il paese sta cadendo a pezzi #terremotocr #temblorcr","6","4","2","118","19","2","1"
"RT @mmdeportesmx: #CostaRica e # Messico sono già in campo","4","3","0","59","9","2","0"
"Dzhokhar Tsarnaev ha detto agli investigatori che lui e suo fratello hanno discusso spontaneamente di andare a New York per far detonare altri esplosivi.","8","5","1","153","24","0","0"
"VENEZUELA: PDVSA conferma la fuoriuscita di petrolio nella raffineria di Curazao: compagnia petrolifera statale Petróleos de Venezuela ... http://t.co/DHDfVbJR #entornointeligente","9","1","1","180","23","1","0"
"RT @ gnava72: AMICI OGGI ABBIAMO AIUTATO ad aiutare i fratelli che hanno sofferto il terremoto in GUATEMALA affolla i centri di raccolta nel tuo c ...","12","3","1","150","25","0","1"
"#CostaRica speriamo di portarlo fuori! Un modo diverso di guardare la partita - a Palmar Norte","4","4","0","94","15","1","0"
"RT @rauldemolina: il fucile che è stato usato nell&#39;aeroporto #LAX oggi dove è morto un #TSA e diversi feriti http://t.co/bdVqDaxsck","6","5","1","137","23","2","0"
"#pablo è arrivato fino a noi :(","1","2","1","32","5","1","0"
"RT @johasolano: Quando la terra si muove, Dio è la nostra roccia .. #CostaRica #earthquake #TemblorCR","5","5","1","102","14","3","1"
"@Felipe_Pelaez vieni e guardati intorno al fratello #Guatemala ...","4","1","0","66","8","1","0"
"RT @HellouMarii: @ Crisjimenez95: La fottuta madre &lt;/ 3 Too strong #PrayForBrazil http://t.co/MoSF6WQL motherfucker ☹","9","3","0","122","16","1","0"
"Con tutto il rispetto ... ma cosa ha più priorità per il presidente? Andare a controllare una chiesa coloniale o un ponte? #temblorcr","5","4","1","135","22","1","0"
"Il + leggi / Mappe | Questa è l&#39;area dell&#39;esplosione in #Amuay http://t.co/HyioSjOF","6","2","1","92","16","1","1"
"RT @RodriguezPancho: Mucha Fuerza per #Guatemala #ElSalvador # México","7","2","0","70","9","3","0"
"RT @OIenMadrid: Oxfam invia un gruppo di esperti in aiuti umanitari alle aree più colpite dal tifone #Haiyan nelle Filippine http: // t ....","11","1","0","141","22","1","0"
"RT @TD_Sports: Cambio del Tri, Aquino lascia ed entra Ayala a 84 &#39;, #CostaRica 0-2 # México :: http://t.co/1Es1Yosk","6","4","0","120","22","2","0"
"RT @Alonzo_s: Quindi la squadra messicana ha mostrato solidarietà con la Costa Rica, un giorno dopo il terremoto. http://t.co/UdzYkWyv","8","2","0","135","22","0","1"
"RT @ jtapiagil: l&#39;edificio collassato in #Bangladesh dà la sensazione di una struttura senza criteri. http://t.co/kUcpkaAgs4","8","4","0","129","20","1","0"
"Con possibili sintomi febbrili. RT @RonVenezolano: Mi chiedo dove sarà il nostro Presidente ??? Isaac non lo lascerà tornare ??? #Amuay","5","6","2","137","19","1","0"
"La Spagna cerca di esportare il suo treno ad alta velocità http://t.co/3DpZkTxvJg","3","3","0","82","15","0","0"
"RT @radioyskl: segnala la rete del Guatemala La città di San Marcos è stata colpita dal forte terremoto http://t.co/JjG43Zaj http://t.co/l ...","9","3","0","144","25","0","1"
"@ ASOT600CA: Chi andrà a Steve Aoki ed Emma hewitt? #guatemala \ © /","7","3","1","70","10","1","0"
"#CostaRica 0 # Messico 2 Gol di Zavala # Eliminatoria2014","4","2","0","57","8","3","0"
"RT @nuevaya: Due dispersi quando la barca si è capovolta a causa delle forti ondate a Bluefields dopo un terremoto in #Costa Rica #Nicaragua","10","2","1","141","23","2","1"
"RT @ ELDEBATE: Tornado influisce su #Navolato e #CostaRica; 4 feriti http://t.co/eIpJKaC5 http://t.co/EMYNPXVc","7","3","0","110","18","2","0"
"Ou ora basta. Me la caco. #terremoto","0","3","2","36","7","1","0"
"RT @ 24HorasTVN: immagini sconvolgenti di distruzione dopo #sismo 7.4 #Richter in #Guatemala. FOTO: http://t.co/NJMaSxuQ","8","3","0","120","18","3","1"
"Il gruppo guatemalteco @Tambordlatribu ha annunciato le presentazioni negli Stati Uniti e in Messico #Guatemala","8","1","0","111","15","1","0"
"Per coloro che non hanno visto il video di Amelia Rueda su #temblorCR http://t.co/jEp3i7ne","5","1","2","90","17","1","1"
"RT @openstreetmapes: aiuta e dà una mano indicando edifici e strade in #Filipinas in #OpenStreetMap http://t.co/KsXR0JoM6J # Yolanda ...","10","4","0","137","20","3","0"
"Marabina, le voci raggiungono quell&#39;effetto. Non lasciarti sconfiggere !! @MarabinaSoy Non so nemmeno cosa penso q Sono deluso da tutto :( #amuay","3","7","1","149","22","1","0"
"#Bangladesh: marzo per il # giorno del lavoratore. con furia chiedono l&#39;esecuzione dei capi della fabbrica che è crollata http://t.co/t7bJJOQ53F","8","4","1","149","23","2","0"
"@tiempomaracay Collabora con PUNTO FIJO #Amuay passa le informazioni di Wa, Pin, Tweet- #CENTROdeACOPIO di fronte al Centro medico Mcy Oggi dalle 16 alle 8 pm","14","3","0","158","26","2","0"
"#noticias Il macchinista deragliato in Spagna è in libertà vigilata: il macchinista Franci ... http://t.co/iRBaEfCTby #sibci","7","5","1","126","17","2","1"
"Terremoto di 7,9 in Costa Rica! Che Dio si prenda cura di loro!","5","1","2","63","14","0","1"
"@futboltotal # Mexico 2-1 #CostaRica.","2","2","0","37","5","2","0"
"RT @RPPNoticias: Attenzione: sollevano un allarme per lo tsunami in Perù dopo un forte terremoto che ha scosso #CostaRica","6","3","1","122","19","1","1"
"@florentino BUONE NOTTI! RICEVI IL DM! Sono il presidente di Flores de ESPERANZA, #FALCON E STIAMO ORGANIZZANDO UN EVENTO MUSICALE!","15","1","0","131","20","1","0"
"RT @xJoseJCR: * il boxer viene controllato dopo # TemblorCR * No. Questo non ha soluzione né con cloro industriale.","5","3","1","116","17","1","0"
"E i 5000 filtri? :( @CNNEE: sembra mostrare un&#39;arma sul pavimento all&#39;aeroporto di Los Angeles #LAX http://t.co/0gzmSNTQhg &quot;","9","3","1","137","24","1","0"
"Terremoto in Costa Rica! aaahhh non voglio andare!","4","1","0","50","8","0","1"
"RT @real_pasion: giovane che conforta e aiuta la sua ragazza. #PrayForBoston http://t.co/qOCocGvhpL","4","4","1","99","15","1","0"
"RT @JRIbarra: Terremoto in Costa Rica, amici all&#39;estero: la capitale non è danneggiata al momento. significato in tutto e ...","7","2","1","130","20","0","1"
"RT @elcomercio L&#39;allarme tsunami - a causa del terremoto in Costa Rica - è stato per Messico, Colombia, Ecuador, Perù, Cile, tra gli altri","11","2","1","144","23","0","1"
"Incredibile! prima Boston e ora Texas !! #PrayForTexas ..","3","1","0","57","7","1","0"
"Due persone defunte lasciano il terremoto in Costa Rica. Sono felice perché avrebbe potuto essere peggio.","4","3","0","106","16","0","1"
"RT @globovision: questa è la cronaca pubblicata su El País de España sul fuoco nella raffineria di Amuay http://t.co/S9CCTV1R","9","2","2","128","23","0","1"
"Il Texas intensifica i compiti di soccorso tra le montagne di macerie: il Sindaco dell&#39;Ovest ha detto oggi al quotidiano The ... http://t.co/IT8wA5zqPt","9","3","0","155","27","0","0"
"Ave Maria Purisima senza peccato originale concepito! (3 volte) #Amuay","6","2","0","70","10","1","0"
"Il terremoto di 7,5 gradi verificatosi in Guatemala ha causato il crollo dei danni materiali alle abitazioni secondo i media. #Caracas #Maracaibo #Peru","11","3","0","151","24","3","1"
"Molti negozi chiudono a Santa Cruz, Guanacaste da #terremotoCR","6","1","0","62","9","1","1"
"RT @Xunta: tra pochi minuti inizieremo ad offrire informazioni UFFICIALI sul deragliamento del treno a Santiago de Compostela.","7","2","0","126","18","0","1"
"RT @JulietaRTN: 2202 5559 per conoscere lo stato di alcuni percorsi nazionali dopo #temblorcr","4","1","1","93","14","1","0"
"#ClimaGT alle 19:00 nella città di #Guatemala viene registrata una temperatura di 14 gradi. Si apprezzano alcune nuvole e vento a 7,2 m / s","9","3","1","140","26","2","0"
"Voglio #Clemente dirti cosa ha detto la vecchia #Pablo e #Augusto a #Loli e poi morire.","5","5","1","87","16","4","0"
"RT @Wiliamsz: #Falcon en sus 4.0 estrellas # MissVzla2012 @ mv_falcon12 @HenrichAlyz #PuntoFijo","5","3","1","95","12","3","0"
"Avvertimento per lo tsunami sull&#39;intero terremoto della costa costaricana 7.9","4","1","0","81","13","0","1"
"RT @outconsumer: confermo @chiguau che va bene, nonostante il terremoto in Costa Rica. Anche il mio altro compadre tico @blindzord. :)","8","1","1","134","20","0","1"
"Informazioni dettagliate Avviso di tsunami per le coste del Cile a causa di un terremoto in Costa Rica http://t.co/onFSnzAF","9","1","0","123","22","0","1"
"Forti #Sismocr in #CostaRica ... Dio ci protegga!","4","2","1","49","7","2","1"
"RT @laprimerisima: Costa Rica vive il secondo peggiore terremoto della sua storia http://t.co/M4OwITuh","6","2","0","102","16","0","1"
"RT @Tomasenlinea: una proposta del recente terremoto in Costa Rica di quasi 8 gradi Richter. SUGGERIMENTI sulla prevenzione delle catastrofi: http://t.co/cU ...","10","1","0","160","24","0","1"
"Sono stato in grado di tornare al computer Bel momento hai scelto il mio cellulare per uscire #temblorcr","6","4","0","104","18","1","1"
"oggi #terremoto l&#39;ultimo giorno nessuno è arrabbiato hahahaaaa","2","2","1","67","9","1","0"
"Hai scoperto la polvere da sparo! RT &quot;@ElUniversal: #LoDijoChavez:&quot; Paraguaná è la terra del cantante Alí Primera &quot;#Amuay&quot;","8","2","2","145","21","1","0"
"RT @GaboRumbos: O_O RT @felipezarate: Playa Pilas, Guanacaste dopo #TemblorCR Fonte: http://t.co/hyePW5AH http://t.co/9t4eZy77","10","2","0","126","19","1","0"
"61 km SE di Copiapó http://t.co/t93IxCUV #Terremoto #Temblor #sismos #chile #sismo","9","4","0","83","14","5","0"
"Qualche amico in Costa Rica? Tutto bene laggiù? #terremoto","3","1","1","59","9","1","1"
"RT @AristeguiOnline: ci distinguiamo. 39 morti e 155 feriti hanno lasciato il terremoto di 7.2 in Guatemala http://t.co/uendh2wR","6","2","1","128","22","0","1"
"Una donna di 50 anni muore nella clinica di Filadelfia per infarto, ha confermato Eva Camargo, direttrice dell&#39;ospedale #temblorcr","8","3","0","134","21","1","0"
"Un terremoto di magnitudo 7.5 della scala Richter è stato registrato in Guatemala. Il movimento sismico si è sentito anche in Messico.","7","3","1","136","21","0","1"
"@CNNEE: Un #sismo di magnitudo 6.6 scuote #Myanmar http://t.co/k5WAh7UQ","4","3","0","71","13","2","0"
"Terremoto 7.9 in Costa Rica, di nuovo avvertimento dello tsunami a Panama e in altri paesi.","7","1","0","91","17","0","1"
"#Elsalvador. #guatemala #costarica; #nicaragua, il naso di #panama conosce la posizione della grande magnitudine","7","7","0","112","14","5","1"
"Nella barra del villaggio con @PatriAgudo @Alba_Agudo @ carcar2103 @ R_Collado7 @ MarcosGil_7 @ JaviZa10 @ Estheer_95 #Pablo e #Robert","14","2","0","134","15","2","0"
"sonora969, @ sonora969 è ora una tendenza in #Guatemala http://t.co/1bWleUdG","5","3","0","77","11","1","0"
"RT @PinchaPasion: #EDLP Justo Villar NON è stato convocato da Peluffo per l&#39;amichevole di #Paraguay vs #Guatemala il 14 novembre","12","3","1","133","21","3","0"
"RT @nacion: CNE annulla l&#39;allarme tsunami per Costa Rica #temblorcr","6","2","0","71","12","1","1"
"RT @EmisorasUnidas: #TitularesEU: Lunedì un&#39;altra denuncia è stata annunciata contro cinque aziende di #SanMarcos che hanno anche ...","7","3","1","139","18","2","0"
"RT @ActualidadRT: La caduta di un #meteorite in Russia lascia una scia di fumo ... e umorismo #Russianmeteor http://t.co/HcYllugM http://t.co ...","8","3","0","145","24","2","0"
"RT @VenezuelaPublic: # L&#39;esplosione di #Amuay non è dovuta alla mancanza di manutenzione, secondo gli operatori CRP http://t.co/jDDQRrtq #nacionales #de ...","10","4","0","161","23","4","1"
"RT @wikinoticias: ORA! Allarme tsunami annullato per Costa Rica, Nicaragua e Panama dopo il terremoto","8","1","0","101","15","0","1"
"RT @EstherCld: La &quot;primavera&quot; di @elcorteingles è l&#39;inverno omicida di #Bangladesh http://t.co/VqswukzTCA #boicot omicidi","6","4","2","136","20","2","0"
"&quot;@ Luisdelvillar1: Miss Venezuela 2012 è Miss Guarico! #DigoYoAcaEnVivo &quot;Penso che sia tra #miranda e #Falcon","8","3","2","120","16","3","0"
"El Nuevo Herald: Diosdado Cabello blocca le sinistre indagini presso la raffineria #Amuay http://t.co/OALesHrd #AestaHora","9","3","0","121","18","2","1"
"#Pablo non rimuove l&#39;aria maledetta che mi soffia sul viso, ho un caldo soffocante ¬ ¬","4","4","2","92","16","1","0"
"@DraPoloOficial Aca a San Jose il #temblorcr sembrava troppo forte! Grande paura, ma grazie a Dio stiamo bene. Saluti.","9","2","0","118","19","1","1"
"Ottimo documento, imperdibile &quot;@francodorazio: The Refinery of Amuay ... http://t.co/JPy6j6yx&quot;","3","0","1","104","14","0","0"
"RT @ActualidadRT: Minuto per minuto: guarda la cronologia della caduta di un meteorite nella regione degli Urali #Russia #Chelyabinsk http: // t ...","10","5","0","148","21","2","1"
"RT @monterocnn: Sto aspettando i rapporti di twreporteros #sismo #CostaRica","6","2","0","75","10","2","1"
"Il governo #Bangladesh chiude 18 fabbriche tessili dal crollo.","3","2","0","62","9","1","0"
"RT @Gaetano_lo_dice: l&#39;aereo non può lasciare Cuba perché l&#39;uragano è arrivato lì. L&#39;acqua lo scopa sempre. #Amuay","4","4","2","130","22","1","0"
"#Sismo #Earthquake 4.5 a #Jujuy -Epicentro 162 km NNO di San Salvador de Jujuy http://t.co/crNgM4CM","8","2","0","99","19","3","1"
"RT @JelipeCalderron: Quel #temblor ha distrutto tutto il #Guatemala, sembra tutto madrea ... ah, era già così prima del terremoto?","6","3","2","132","19","2","1"
"8 arrestati dopo il crollo mortale di un edificio in Bangladesh: Savar, Bangladesh (CNN) - Le autorità di ... http://t.co/YN1rXA4Yb9","8","1","0","133","21","0","1"
"RT @pentarojo: i media internazionali gestiscono il terremoto in Guatemala come terremoto!","5","1","0","90","12","0","1"
"RT @Los_Mayas_: A causa del test di #CostaRica, non possiamo escludere la possibilità di uno tsunami da # America centrale a # Cile. / Interrompere i test.","12","1","0","156","24","3","1"
"Cos&#39;altro sarà necessario per imparare e trascendere, mio ​​signore! #Amuay","3","4","0","84","12","1","0"
"RT @VeroLinaresC: @ Capital967 Captain of the Navy esclude il rischio di tsunami per il Perù dopo il terremoto di 7.6 a #Costa Rica http: // tc ...","13","1","1","148","26","1","1"
"Cileno in #COSTARICA: è stato come un forte tremore, ma uno più grande è atteso http://t.co/R2zktWJv","5","2","1","103","17","1","1"
"@ SelAca10 Molto carino ti vesti come sempre Saluti e tanti abbracci: * #Guatemala","5","3","1","82","12","1","0"
"#SabiasQue i #seguros coprono il danno al tuo #auto per #SISMO anche con copertura limitata @Foro_TV @TapiaFernanda @marthadebayle @POLICIADF","8","5","1","141","19","4","0"
"RT @anajuliajatar: che sfacciataggine! ora Ramirez non ha fretta di ripristinare le operazioni di #Amuay non ha detto sabato che erano 48 ore ...","8","6","1","145","23","1","1"
"RT @wikisismos: CURIOSITIES: il terremoto in Costa Rica si è verificato due ore dopo l&#39;attivazione dell&#39;HAARP in Alaska. Gli scienziati ricercano ...","10","2","1","158","24","0","1"
"@ecuavisa: numero di morti nella tragedia tessile #Bangladesh supera 800 http://t.co/VVmoi33keQ#pdutpl","5","3","0","102","15","1","1"
"RT @ 0cazaDballenas: #sabiasque Il 90% dei delfini bloccati sulle spiagge #CostaRica sono graffiati? http://t.co/dcnRLoPb","3","4","0","121","17","2","0"
"RT @TD_Sports: # Mexico 1-0 #CostaRica 81 &#39;Cambia dal Messico, entra a Torrado, lascia Peralta http://t.co/8KWfu0xw","5","6","1","119","20","2","0"
"#temblorcr era con mio nipote e si sentiva molto forte","1","3","1","54","10","1","1"
"0-9 ha vinto #Tailandia a #Bangladesh (Thongsombut, Naphat, Nisa x4, Boontan x2, Sunisa), questa partita appartiene al gruppo di #Iran e #Filipinas","16","3","0","147","23","4","0"
"RT @ AnaE2807: Non c&#39;era via di fuga, non c&#39;era il saccheggio, nessuno è morto, non è successo niente! #Amuay è un&#39;invenzione di @globovision! #OMG","7","7","2","162","27","2","1"
"RT @CarmelaRios: Dal cuore di #Haiyan la cronaca (cuscino in testa) del corrispondente di @cctvnews https://t.co/qHLk29TKxa http: ...","11","1","0","133","20","1","0"
"Ho appena visto il #PP di #Pablo! In modalità terrorista Gucci!","7","1","0","64","11","2","0"
"Almeno 124 persone sono morte quando un edificio in Bangladesh è crollato: SAVAR, Bangladesh. Almeno 124 persone sono morte ... http://t.co/W7Tsgl1h3M","6","5","0","151","22","0","1"
"Eclipse, terremoto in Italia, Zuckerberg si sposa, lettere segrete di Benedetto, strana sostanza radioattiva, caduta delle Alpi, buona giornata! :)","9","3","1","147","19","0","1"
"La Kawasaki N.11 vince per la terza volta consecutiva la 24 Ore di Le Mans http://t.co/AJGkiDXT #costarica","5","3","0","106","21","1","0"
"RT @anelbaby_: l&#39;abbraccio della morte in #Bangladesh muove il mondo !!! http://t.co/RMW7pKODYL","7","2","0","99","16","1","0"
"Sento molto di quello che è successo oggi alla raffineria Amuay☹ #ForcesPointFix","3","3","2","83","11","1","1"
"Terremoto di magnitudo 7.6 scuote Costa Rica http://t.co/G8iH9JtS #cnn tramite @CNNEE Avviso tsunami","6","3","0","100","17","1","1"
"Spero che non venga un #TemblorCR! Qui se fossi spaventato! (@ Facoltà di Scienze Sociali) http://t.co/472SyqIH","5","3","1","112","18","1","1"
"#LAXshooting grinho loco spara fucile e uccide due persone","3","2","0","58","9","1","0"
"RT @rcnlaradio: Ecco come è caduto il meteorite in Russia # метеорит #EscuchoRCN http://t.co/ff7EuCSI","5","2","0","110","14","2","1"
"Cosa possiamo fare per i consumatori spagnoli per non contribuire ancora di più alla tragedia di #Bangladesh http://t.co/9AogOvdsB1 &quot;","5","2","2","139","22","1","0"
"Terremoto in Guatemala, tutta la mia gente in quella zona va bene?","4","1","0","66","12","0","1"
"@pasotti_: stasera alle 20:30 per #AztecaSiete, le classi private gratuite ritornano con @GarciaPosti # México vs. #CostaRica @rabocsem","5","3","2","136","19","3","0"
