@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"arrestar a delincuentes y obligarlos a trabajos forzados en zona de desastre.mensaje para nuevo gobierno","6","1","0","104","16","0","0"
"rt @don_juanelo: flaites de mierda. hasta los conos se roban. http://is.gd/9s2gu","5","1","1","80","14","0","0"
"monte ven a ver nuestra ciudad y ademas la unica ciudad que tiene un gobernador oligarca que no le teme a chavez (cont) http://tl.gd/cvaan","6","4","3","138","27","0","0"
"rt @drebolledos: @pedro_copano estamos en las mismas quiero saber sobre sectores de concepcion como collao","5","3","0","106","15","0","0"
"@gviscarra  suerte! ...nos hablamos!","0","2","1","36","4","0","0"
"rt @yongoicoechea: cambio es: institucionalidad. propuesta: derogación de las leyes inconstitucionales. vamos a cambar!","7","1","0","120","15","0","0"
"rt @juanes les propongo una cadena d oracion x el pueblo chileno.recemos 1 padre nuestro y 1avemaria en los prox 5min. enviemos luz chile","10","2","1","137","25","0","0"
"se están dando una bomba. con su unidadl sino involucran a la sociedad o mejor dicho sino se involucra la sociedad.habrán ideas en contra","6","3","2","139","27","0","0"
"rt @redeschile: todos los dias y todos los estudiante","4","0","0","53","9","0","0"
"rt @ceeecii: primero lo de hait","2","0","1","31","6","0","0"
"terminó el fin de semana del terror... ahora a preocuparme de tener plata pa poder seguir estudiando.... cueck!","6","3","0","112","18","0","0"
"si esta en santiago y tiene carro bajit","2","1","1","39","8","0","0"
"muere una persona por un balaz","2","1","0","30","6","0","0"
"@vhquezada tiene noticias de la familia segura en la villa pinare","3","1","0","65","11","0","0"
"como puede haber gente surfeando en #hawaii!!!!!! sera entrete verlos en las olas jajajaja","4","4","0","90","14","1","0"
"vamos chile saldremos adelante de esta catastrofe","2","2","0","49","7","0","0"
"victoria  103.9 es uno de los medios más participativos e interactivos y brinda búen","4","2","1","86","17","0","0"
"@mellamocarla  xddd buena!  hoy tuve pelo de leo rey! xd me lave el pelo y no me lo seque. tenía hartos rulos =3=","6","5","2","114","24","0","0"
"rt @foxtroy: chao con arjona ¿qué se cree el weón? ponemos un cd con canciones bajasdas del ares y lo tenemos cantando igual #vina2010","9","4","3","137","25","1","0"
"@rominalms_ no pude romi pero mañana estoy","2","1","0","43","8","0","0"
"@soledadonetto ..no es mala la idea de @vendettacl 'alguna iglesia podría abrir sus puertas para la gente que dormirá en la calle'","6","3","1","132","23","0","0"
"rt @csierralta: gente que viaje al sur y sea generosa de ofrecer viaj","5","2","1","69","13","0","0"
"buen diaaaaaaaaa :b arre que son las 6.20 :| pero ayer sali y bue . una garcha la fiesta u.u","6","3","0","92","20","0","0"
"alguien sabe si funcionan los cajeros automáticos en #valdivia","1","2","1","63","10","1","0"
"@benja_addon no es para menos; no todos los dias chile se paraliza","1","1","1","66","12","0","0"
"voy por mis pastilla","1","1","0","20","4","0","0"
"http://twitpic.com/1655am - el amor (@eveecyrus ) y el odio juntos","4","0","0","66","11","0","0"
"@tvn_monicar ¿¿¿¡llegaria el sunami a japon????","2","1","0","51","6","0","0"
"@zabrini fué un 5.3 (no te contesté de las pelis porque estaba colgado con esto) que rar","2","2","2","90","18","0","0"
"justo en thc estaban pasando el programa sobre el despertar del anillo de fuego","5","1","0","79","14","0","0"
"en las noticias hablan de todos los lugares menos de parra","3","1","0","58","11","0","0"
"no me había dado cuenta de lo terrible que fue lo de haitu00e","2","1","2","62","14","0","0"
"@marciano_007 seguramente la información la tendrá la onemi la semana que viene...","3","3","2","84","13","0","0"
"rt @alexaclois dios oraciones a todos los chilenos","5","0","0","50","8","0","0"
"@lirayeen ... pero aun no se nada de talc","1","1","2","41","8","0","0"
"mimos desde ecuador a todos los chilenos. fuerza y lo que necesiten digan! #terremotochile htt.. http://bit.ly/bckolo @conz @remolesto","5","3","1","134","21","1","0"
"por qué no hubo alerta de tsunami? por qué se negu00f","2","1","3","55","11","0","0"
"en antofagasta necesitamos contacto radial con las zonas afectada","3","1","0","65","9","0","0"
"@tvn_mauricio soy de antofagasta y estuve en iloca y dua dias antes del terremot","5","0","1","80","14","0","0"
"@anahi aun estás en chile?estás bien?contestame por favo","2","0","0","58","12","0","0"
"@buenosdiatodos tiene info de chiguayante","1","1","0","41","5","0","0"
"...mis pensamientos y energía hoy con toda la gente de #chile!!! muy buenos amigos se encuentran alla!!! #fuerzachile","6","1","1","118","19","2","0"
"@soledadonetto y cuanto se demoraron en montar todo ese aparataje?","2","3","1","66","10","0","0"
"patrulla ski recibe en s.sebastián el cano 955 depto 902.las conde","4","3","1","67","14","0","0"
"detesto la gente impuntual","1","0","0","26","4","0","0"
"rt @farandulamexico: anahi se encuentra en estos momentos en viñ","4","1","1","65","10","0","0"
"son las @298","0","1","1","12","3","0","0"
"dra. polo y felipe viel mandando saludos desde miami en meg","5","1","0","59","11","0","0"
"@fernandopaulsen rt @parachocolate: alejandra padilla esta con contracciones y necesita ayuda¡¡ 099446993 es su celu ¡#chiguayante","8","2","0","133","16","0","0"
"@tvn_monicar ayer me llamo la atencion la cantidad de horas entregando noticias por tu part","4","4","1","91","15","0","0"
"gente estupida que prefiere sacar electrodomesticos antes de comida pff","3","2","1","71","10","0","0"
"buenas nocjhes me voy a casa","2","1","1","28","6","0","0"
"@panzho dicen que s","1","2","0","19","4","0","0"
"no habia escuchado antes hablar de algo 'dantesco'","1","2","1","50","8","0","0"
"ufffff  heavy el terremoto :s espero esten todos bieeen :)","1","4","2","58","9","0","0"
"rt @nickj_iloveu: rt si tu tambn estas d q te mueres y no puedes esperar para ver el cap. de jonas con nick como sorfista!!","10","2","2","123","25","0","0"
"@cokecifuentes ya hermano...estamos ready!! junta fuerza y coraje por que hay que partirse el lomo por nuestro chile...bendiciones!!!","7","2","0","133","20","0","0"
"@muchogustomega  porfavor avisar en arica a las 4pm se realizara un puerta a puerta autorizado por la universidad de tarapaca gracias fuerza","7","3","2","140","22","0","0"
"@eutrafico mucha cola en la francisco de miranda hacia la carlot","4","0","0","64","11","0","0"
"se lo robe a @elena_victoria y ahora te lo paso a ti @merce_rojas te va a gustar http://www.youtube.com/watch?v=2_hxuhshhmy","2","3","6","123","24","0","0"
"#terremotochile alguien sabe cómo están los servicios en barrio alto el manzano de la comuna de til til?","6","2","2","106","20","1","0"
"@halconmatinal que no se vaya arjonaaaaaa por fa :(!!! un rato mas! que cante pinguinos en la cama :(! (??)","2","1","1","107","17","0","0"
"@csierralta bien... me asuste a noche   y estoy preocupada porque tengo muchos amigos en conce que no se nada de ellos #replica","5","2","4","127","22","1","0"
"@socleartomenow a la mia la cago a pedo xq ladra solo xq otos perros ladra","6","0","0","74","15","0","0"
"rt @copano: que pasa con sus comunas? necesito info. rapido. // aca en stgo centro todo ok (sector san diego)","7","4","1","109","19","0","0"
"confirman que son 161 los argentinos que regresaron de chile: el embajador argentino en el país andin","4","3","1","102","18","0","0"
"chile es tambien un pais que nesesita ayuda de todos.","3","1","2","53","10","0","0"
"alguien sabe de algun numero de emergencia de arauco","3","1","1","52","9","0","0"
"@masochistlion_  por que la otra vez me dejaste hablando sola ¬¬  y me dio rabia y te iba a mandar a la .... tu sabes jajaja","4","6","3","126","24","0","0"
"vamos chile ! aunque igual es triste peor vamos a salir adelante ! amo a los jonas brothers (l) amo a todo el mundo jajajajajajajaja","4","5","0","132","23","0","0"
"@ale_azocar aca en mi casa duerme mi abuela y mi hermano chico solamente","4","1","0","72","13","0","0"
"porfavor angelito de mi gaurda y de mi dulce compania no dejes q llegue el tsunami hasta la costa de san francisco o tendremos probemas :[","7","2","1","138","25","0","0"
"después del terremot","1","0","0","21","4","0","0"
"@bethsy_moz creo que es el mismo rodolfo belma","3","1","0","46","8","0","0"
"omg las jonaticas estan vueltas locas con las fotos de @nickjonas!","5","1","0","66","11","0","0"
"rt @mckrena: rt @phettexs: toque de queda 24 hrs en todo bio bio ya!!! pidamos al gobierno en masa x favor!!! rt masivo ahora","12","2","0","125","24","0","0"
"woo dicen que las replicas del terremoto podrian alcansal los 2 meses!!","5","2","0","71","12","0","0"
"hoy en la noche lloverá en los angeles.","1","1","0","40","8","0","0"
"no se escribir haciendo xd asdkjaskldj :s","2","1","1","41","7","0","0"
"rt @cone_dreamer: rt si pensas que los @jonasbrothers son solo de sus fans y que no te importa con quien salgan o a quien le escriban. j ...","5","4","4","140","27","0","0"
"hoy a dormir con un ojo abierto y otro cerrado.... lamentable lo que paso.... pero espero que todo este ok mañana y mejorando siempre...","1","4","1","137","25","0","0"
"he dormido como 5 horas estos 2 días y me ta  bajando el sueño! tratare dormir + hoy u.u","4","5","2","90","21","0","0"
"@conanslew a todo esto menos mal que estás bien","0","1","1","48","10","0","0"
"rt @13ar: los que piensen en haarp mejor que le escriban a salfate pideindo consejos reptilianos. no esta el horno para esto","5","3","4","124","22","0","0"
"@maur_tor donde te quedaras en valpo?","2","1","2","37","6","0","0"
"salas cuna y jardines infantiles disponen de un nuevo plan integral de seguridad: el manual apunta a ... http://bit.ly/ddvuvd [ptomontt.cl]","7","2","0","139","23","0","0"
"rt @matiasrivade: y el premio es un cabernet sauvignon reserva del valle de colchagua @andreithai/ =o","7","2","0","101","16","0","0"
"rt @carlospetit: grande chile por su organización! #fuerzachile","3","1","0","64","9","1","0"
"presidenta: con el máximo respeto no es lo mismo santiago que chil","3","0","0","67","13","0","0"
"rt @jumastorga: rt @panchodays: el escenario de arjona parece los techos por donde arranco el brayan // jajaja #mtuit","9","3","2","117","18","1","0"
"@rancagua buenos días!!! con mucho animo para ayudar en lo que pueda el día de hoy","3","1","1","84","18","0","0"
"@alexiss7 no con twitter esta bien","0","1","0","34","6","0","0"
"ojala todo pase muy pronto para volver luego a la normalidad","1","2","0","60","11","0","0"
"ganó: natalia morales muchas felicidades era cyrus niñas termino el juego por hoy mañana seguimos con las demás... http://bit.ly/aqfvqy","6","3","1","139","25","0","0"
"el gobierno desea tapar el sol con un ded","3","2","0","41","9","0","0"
"la unidad de criterios entre bachelett y piñera frente al terremot","4","1","0","67","12","0","0"
"@xafro ¿nos concedes una entrevista? confirmar: http://bit.ly/9c0seq","1","2","1","69","10","0","0"
"@tvn_monicar la tienda la polar esta en lincoyan esquina freir","3","2","0","62","10","0","0"
"como roban cosas que no son de primera necesidad!! de que les sirven esas cosas si no hay luz! #chile","4","2","2","101","20","1","0"
"rt @conystipicic: rt @melinacisternas: importante: si estás entre vi y ix reg y tienes wif","7","1","1","91","16","0","0"
"@patolamas perfect!!! si él me contó que tu papá lo llamó y ahí caché que estaban o","2","3","3","89","17","0","0"
"¿qué hacemos juntos por chile? ¿qué hacemos juntos por cd juarez? ¿ideas? http://bit.ly/cu9jng","3","3","2","99","16","0","0"
"@huasonic lo felicito s","1","0","0","23","4","0","0"
"@juanpablob hemano me llamaste como estay wn???? todos bien po aca.... cuidate wn en valpo","8","1","2","90","15","0","0"
"rt @yoanisanchez: siento mucha pena por lo que están viviendo los chilenos en este moment","6","1","1","90","16","0","0"
"@parraseando @paulapinedamar esa frase no es mía es de @radbark para evitar dramas he borrado el tweet","4","4","1","103","18","0","0"
"@reportwiteros necesito informacion de san pedro de la paz (concepción)","5","2","0","72","11","0","0"
"definitivamente llego el fin del mundo!!!! pobre chile","4","0","0","54","8","0","0"
"@cobayasky @fsosa @monzith @juanesg @adapar @doktorztrodel estamos bien! y nuestra familia también pero sin luz (cont) http://tl.gd/cbfmu","3","2","1","138","21","0","0"
"quizas en otras vidas... quizas en otras muertes ...","4","0","0","52","8","0","0"
"porfa vota a ariel brailovsky en fb y regalo seguro (vuelve a votar pasadas 24 horas y otro regalo) http://bit.ly/turegalo","7","2","0","122","23","0","0"
"@ohyouresonaive gracias (: de verdad necesitaba eso ^^","3","1","1","54","6","0","0"
"la gente esta muy muy asustada aun! :s fuerza chile! #terremotochile  (#moteconhuesillo live at http://ustre.am/cug7)","5","1","0","117","18","1","0"
"hasta en el colegio con chile llegare a creer q lo hacen solo por molestarme","3","2","1","76","15","0","0"
"rt @copano: si le avisan que le van a cortar el agua por twitte","3","2","2","63","14","0","0"
"hace tanto sueño pero no me kiero perder nada (cara de copucha) #terremotochile","4","1","2","80","14","1","0"
"@antonellarios hola ¿sabes algo de las cercanías de temuco? trafampull","4","2","1","72","11","0","0"
"en las noticia","1","0","0","14","3","0","0"
"recuerden dormir con las puertas abiertas dentro de sus viviendas. si tiembla rueden al lado de su cama y se acurrucan ahí.","4","5","1","124","22","0","0"
"Çigual no me lo creo porque nelena no existe.","0","3","2","46","9","0","0"
"alaaa... hasta para eso estan mas preparados los chilenos. no necesitan ayuda internaciona","3","3","1","90","13","0","0"
"@ronaldo1ro hola ronnie soy analia hermana de val_arg y te estoy escuchando!! mandame un saludo o un mensaje chiquito por aca porfaaa","6","3","1","133","22","0","0"
"chileno´s dios los bendigas","2","1","0","28","5","0","0"
"@cmrondon la placa del caribe es muy pequeña comparada con la placa del pacific","4","1","0","80","15","0","0"
"@tele13online tienen info sobre el sector de aculeo y pintué?","5","1","0","62","10","0","0"
"me agradan algunos de sus clásico","0","1","2","34","7","0","0"
"rt @snscafe: los estudiantes del ex pedagógico se reunirán hoy al mediodía en los pastos centrales de la universidad. / rt please! #snsayuda","9","1","1","143","25","1","0"
"rt @jmbelmar: chile está complicado.es elmomentodeayudarsincondiciones. ya habrá tiempoparatodolodemás. losque necesitannopuedenesperar más.","4","2","0","144","15","0","0"
"@ffrany aaay fran :| no quiero recordar la foto enerio :|","2","3","0","57","9","0","0"
"@chilquintaplease no olvidar la peticion  para la repocicion de la luz en calle proyectada","4","2","0","90","14","0","0"
"tengo sueño y mañana vendrán a webiar a las 8 am para poner ventanas d:","3","4","0","74","18","0","0"
"@spooks @camilafernandah  como le hacenn para  que  no sufran calambres en los dedoss...  felicitaciones  chikoss jugaoss por nuestro pais.","4","4","1","139","19","0","0"
"@gashalinda que bueno que estas bien ore mucho por ti cada vez que pienso en chile pienso en tu por que eres mi unica amiga chilena :d!!!!","5","3","2","138","27","0","0"
"gracias a todos los que me hicisteis rt ayer sobre el #terremotochile","3","1","2","69","12","1","0"
"saliendo de la cámara de comercio y produccion de santiag","3","1","0","58","11","0","0"
"@is_pame  una manera efectiva de ayudar. sive construir una casa hoy? encenderles una fogata? ir a la zona de catástrofe? sacarlos de allí?","7","3","0","141","24","0","0"
"@carloszarate13 y a ud. le gusta ricardo arjona?? saludos desde viña.","3","2","1","70","12","0","0"
"@reportwiteros buscador de personas por el terremot","4","0","0","51","7","0","0"
"@fco_ossandon y eso que es una construccion 'nueva'","2","0","2","51","8","0","0"
"hoy contabilicé 43 #ff y 5 #ffespecial :)","5","0","0","42","7","2","0"
"a reconstruir  para hacer un    chile 2.0 #terremotochile","2","2","0","57","9","1","0"
"@itscaaaro mi hermano odia usa y critica a obama (?) enserio siempre me dice ese tonto no hace nada :|","3","3","2","102","18","0","0"
"@carlaangola..y saqueos además..! si eso es en chile..no quiero imaginar como sería acá...","3","2","1","93","17","0","0"
"un gran abrazo a todos","1","0","1","22","5","0","0"
"me voy a la federación de mi","1","1","1","29","8","0","0"
"@pequefran tienes noticias de curanipe?","3","1","0","39","5","0","0"
"el diablo sigue bailando en chile... las replicas siguen siendo terremotos...","4","1","0","77","11","0","0"
"encima salta tambien :(","1","0","0","23","3","0","0"
"fuerza patria querida!!!...y solidaridad! #terremotochile #chile","4","0","0","64","7","2","0"
"cómo podemos ser útiles los que estamos lejos de la catástrofe ? d:","2","1","2","70","14","0","0"
"@mxperez @bianchileiton @dmatamala @soledadonetto @miguelpaz cacharon como bajó el tono? y ahora se vá como pollito...yyy fueeera yyy fueraa","5","5","1","142","20","0","0"
"@barbilandi esta preocupada por una amiga de la que no sabe nada.","2","2","2","65","12","0","0"
"rt @fanjonasyare: jajaja la cara exitada de nick http://twitpic.com/k45h7 omg!! en que estaba pensando!! se exita el pobre","4","3","1","122","21","0","0"
"@maur475 eso es poco  :/","0","0","1","24","4","0","0"
"rt @nadaqueaportar: polvo y pastilla","3","0","0","36","5","0","0"
"llegué a casa y me acordé de la superproducción cubana. en estos momentos los migs cubanos acaban de exterminar a un francotirador angoles.","5","3","1","142","24","0","0"
"rt @adnradio: adn radio chile y todas las emisoras de iberoamericana radio chile te escuchan en este momento difícil. si quieres... http ...","9","1","1","141","23","0","0"
"@javomedina no es lo q le han dicho a @darcyvergara por teléfono.","2","2","2","66","13","0","0"
"ella no compreende todo lo que tengo no me ha cambiado lo que siento ella es mi tormet","1","4","5","86","18","0","0"
"parece que a la muni le afecto hasta la web el terremoto... www.rancagua.cl","4","2","1","75","15","0","0"
"gente maldiiiita como es posible que envien remeadios con más de 2 años de vencimieeent","4","0","0","89","17","0","0"
"@ximenamusic gracias por el apoyo.","2","1","0","34","5","0","0"
"@coyd_x todo bien en chilo","1","0","1","26","5","0","0"
"@tvn necesito noticias de oleaje en san antonio","4","1","1","47","8","0","0"
"un pequeño vide ....el instante en que sucedió el terremoto www.aymimai.com","3","3","1","77","14","0","0"
"me tienen chato los medio","1","1","1","25","5","0","0"
"no estoy en chil","0","0","0","16","4","0","0"
"metro está funcionando?","1","1","0","24","3","0","0"
"rt @sarahilezama: rt @calle13oficial a los chilenos que estan fuera de su país ..esten mas tranquilos. lo mas fuerte parece que ya paso..","6","4","2","138","24","0","0"
"@geneedynatiion eso esperoo q me salude =) ...jajaja no puedes kitarte el nombre","2","3","2","80","12","0","0"
"@espinozacast quien miente??","0","1","1","28","3","0","0"
"@13ar saqueo generalizado en hualpen..ayuden a esa gente!!!!!!..","2","2","0","64","9","0","0"
"ya no puedo confiar en ti.. u.u","0","1","1","31","8","0","0"
"@bichobichobicho comoestas como te fue con el terremto?","2","0","1","55","8","0","0"
"@cartesfabian queda amarillo cuando me hblan a mi :d","1","3","1","52","9","0","0"
"@isetmycatonfire tito el bambino patudo de mierda yo creo que era para puro ganarle a don omar no vei que es el patrchon","7","2","1","120","23","0","0"
"todo bn luego del terremoto!!","2","0","1","29","5","0","0"
"rt @maguislp: ese de la publicidad de la iglesia   ¿donde está dios en estos momentos? #chile || #touche","7","1","1","106","17","2","0"
"chile: china impide a escritor viajar a feria del libro de colonia http://www.entornointeligente.com/tw.php?i=1017080 #entornointeligente","7","2","0","137","21","1","0"
"@soledadonetto donde estabas cuando fue el temblor?","2","1","0","51","7","0","0"
"@seferene acabo de leer lo de tu sueño... tú tranqu","2","2","2","53","11","0","0"
"@jp_armstrong no tengo informacion espero que todo bien por alla","1","2","2","64","10","0","0"
"cual es el face de verdd de anny???  (@fuentesilva)http://yfrog.com/4encybj","4","0","1","75","13","0","0"
"rt @korzot: rt @tele13online: la imagen del momento http://twitpic.com/15x12y esta foto puede levantar al país (via @panchordenes)","9","2","0","131","21","0","0"
"rt @unonoticias: sismo sacude norte de pakistán y afganistán http://bit.ly/akstlh","4","2","0","83","15","0","0"
"rt @elalexgoncalves: no dejo d pensar cuantas personas perderian la vida con un 8.8 en ccs! dios nos cuide...fuerza chile!","7","3","1","122","22","0","0"
"me estoy desesperando. entre más rato rato pas","2","1","1","47","9","0","0"
"yo inconsolable estoy...me invade soledad","1","1","2","41","6","0","0"
"centro de comandos en mi casa","3","0","0","29","6","0","0"
"@moonzyspider nosé igual me siento ma","0","2","1","38","6","0","0"
"mandemos bendiciones a los hermanos de chil","2","0","0","43","7","0","0"
"estoy buscando a una amiga de chil","1","1","0","34","7","0","0"
"quien no haya tenido perro que le ladre #nohavivido","2","2","3","51","9","1","0"
"recien puedo entra","0","1","1","18","3","0","0"
"lo malo de la jornada de hoy ?lo saqueos en el su","2","0","0","49","12","0","0"
"rt @pajaiito: @gabypablo @gabyballesteros quiero decirles que la página web de la espol está entre las 40 (cont) http://tl.gd/c4fih","8","2","0","133","23","0","0"
"tiene cara de que la sufre mi presidenta u.u","2","2","0","44","10","0","0"
"rt @biobio: y la gente ya comienza a pedir antorcha. ¿merecido? // n","5","1","0","69","12","0","0"
"@edobass asi parece en que parte estas tu de chile...","2","2","0","53","10","0","0"
"@alexis_hp si amigo....extraño temuco a morir............lo bueno es que los mios alla estan bien.....les quiero muchisimo","3","4","1","123","20","0","0"
"@sibekay gracias por la ayud","3","0","0","28","5","0","0"
"esta dicho! la naturaleza es mas fuerte que el hombre!! siempre","2","1","0","63","11","0","0"
"por ke &$%'$% canal 13 hizo eso con fanny_lu","3","4","1","44","8","0","0"
"@julietav gracias por todo el apoy","2","1","0","34","6","0","0"
"canta muy mal el vocalista de difuntos correa como para haberlos seleccionado =/","6","0","0","80","12","0","0"
"viendo a ricardo arjona (llllllllllllllllllllllllllllllllllllllllllllllllllllllll)","2","2","0","82","5","0","0"
"@reporteropop el problema es que la quinta va a quedar pasada a pipi con toas las minas...","4","2","0","90","17","0","0"
"@ricardojsr68 gracia","1","0","0","20","2","0","0"
"rt @twiterillo: la cantante @fanny_lu salió perjudicada porque #arjona se niega a cerrar (via @ivanvalenzuela) || ..y así con los divos  ...","6","5","1","142","20","1","0"
"necesito salir de osorno hacia stg","1","2","0","34","6","0","0"
"los que desafiaron la vida y la muerte http://bit.ly/cywwh1","3","1","1","59","12","0","0"
"@sarath204 dudo que lo puedas hace","0","2","1","34","6","0","0"
"@onetickettoride  lo tendre en cunta para cuando vaya a italia (?","2","2","0","65","10","0","0"
"pingüino multimedia te acompaña las 24 horas con las noticias al instante. escúchanos en el 590am y 96.9f","6","1","1","108","22","0","0"
"alguien sabe qué pasa en el sector de colla","2","2","2","44","9","0","0"
"pensando en que el mundo no se esta acabando... lo estamos acabando... en chile les estan dando solución y siguen saqueando #terremotochile","5","6","3","140","23","1","0"
"@tvn_mauricio sabes si es cierto que en maipu cortaran el agua por dos dias=?","4","2","0","77","14","0","0"
"rt @calle13oficial: chile! aca les dejo un email para cualquier evento que necesiten 'elvecindariocalle13@gmail.com'podemos parar la gra ...","6","3","2","140","20","0","0"
"un poco de ejercicios acompañados de four year strong para acelerar el ritmo","4","2","0","77","14","0","0"
"y mi prima chica está con ataque... tapones urgentes","3","0","0","53","9","0","0"
"rt @mxperez: al aire con constitución y vamos a mostrar primeras imagenes e info de pelluhue!!!","7","1","0","96","17","0","0"
"@fafa_morales que bueno que estes bien ! tienes noticias de conce??","3","1","0","67","10","0","0"
"rt @humonegro: me avisan de tte pizzoleo que salieron todos los vecinos a la call","5","2","2","81","15","0","0"
"rt @ricky_martin: 'quiero volver a tener 2 años y ser tan ingenuo como para pensar que si estoy content","3","2","0","104","20","0","0"
"rt @agpm1992: con todo esto...llegamos al 2012 ???","3","1","1","50","8","0","0"
"@tvn24h es cierto que en estacion central cortaran el agua hoy en la noche??","3","2","0","76","14","0","0"
"@masidulmariafan  tiene una pizca de acento mexicano no se si te has dado cuenta a lo mejor xqe ha vivido mucho alla y se le pega el acento.","5","4","4","140","28","0","0"
"@kotaright aaaaa por que eres unica :p jajajajajaja &gt;.&lt; cuando era el unico la llevaba :p","5","3","1","95","17","0","0"
"comienza otra seman","0","1","1","19","3","0","0"
"@cristalvanny solo fueron unas gotas locas nada más...","1","0","0","55","9","0","0"
"el proximo terremoto podria ser entre el 2032 y el 2038. pero eso quien te lo enseña? nadie xq andan tds ls wnes muy ocupados","4","2","5","126","26","0","0"
"si alguien puede llegar estas coordenada","0","1","1","40","6","0","0"
"espero que todos esten bien en chile!","1","2","1","37","7","0","0"
"@muchogustomega quién sabe algo de la udec en conce_!! ya no se si tengo casa alla.. las clases.. o algo_!","4","3","4","107","21","0","0"
"@marielrubio igual que el mercurio no más.. viven en el mismo barrio","3","1","0","69","13","0","0"
"rt @mysecretcrush: @tipicojonasfans que tu mama ya no se sobresalte cuando le gritas a la tele xd","5","1","2","97","17","0","0"
"expliquenlo rt @trukit0: hice funcionar el cell descargado usando la linea de telefonia fija como fuente de energia :d #geek #terremotochile","10","4","0","140","21","2","0"
"es bueno saber que las amistades de chile se encuentren bie","3","0","1","59","11","0","0"
"rt@dmatamala inmensa mayoría de chilenos honestos y solidarios'poniéndole el hombro'a la catástrofe.le ganarán a los delincuentes/ vamochile","4","3","1","144","25","0","0"
"@mario_amost elevemos nuestras oraciones para que no ocurra mas desastres y tambien para nuestros hermanos chilenos","3","2","0","115","16","0","0"
"puq: viento provoca rebrote de incendio en loteo varillas. al parecer es más complejo de lo que fue hace algunos días","8","1","1","119","23","0","0"
"#valdivia #terremotochile es falsa alarma lo del tsunami en valdivia? urgente","4","2","0","77","11","2","0"
"esperando noticias de coronel","2","1","0","29","4","0","0"
"chile es luz por las sombras pasara y a la luz retornara","4","2","0","56","12","0","0"
"fuerza chile... fuerza villa alegre... menos mal tan too mis familiares bien por esos lados...de aca en viña mandaremos ayuda para el sur...","8","2","0","141","25","0","0"
"#nowplaying soda stereo - cuando pase el temblor","3","2","0","48","7","1","0"
"ale un beso enorme y toda la fuerza para vos y los chilenos. sigo toda la info por canales chilenos y es la situación es realmente terrble!!","8","1","0","141","28","0","0"
"@blas_duarte creo que todas esas casas estan bie","2","2","0","48","8","0","0"
"esperando y confiando en un poder superior. el gran arquitecto mostrará sus planes y notaré un perfecto diseño.","4","4","0","114","19","0","0"
"rt @seba_ortiz: #fv10 #vina2010 #fannylu al menos fue digna y canto lo que tenia y se bajo sin esperar grandes vitoreos ni premios. un 7 ...","9","3","2","140","25","3","0"
"la nueva banda es orrible .. pepe extraÑo cuando tocan con ella.y los quiero en venezuela ya! (@pepematute live on http://twitcam.com/gyo8))","4","3","1","141","25","0","0"
"@calle13oficial no encuentro nada en la re","1","1","1","42","7","0","0"
"@dynation alo nene liindo espero estes bien despues de le noticia de chile aqi en mexico tambien los apoyamos tqm","8","4","2","113","20","0","0"
"ojala no siga empeorando el tema de chile! :/ yo en argentina ni me entere del terremoco aca! o_o","4","6","2","97","18","0","0"
"@esteesryanross lo adivinaste &lt;3! y después uno por que se enamora de ti.. sé que eres un seguidor de mcr (?) yo igual lo soy :3","3","4","7","133","27","0","0"
"me dan muchos escalofrios con lo de chil","1","1","1","40","8","0","0"
"vamos chile!!!...ustedes pueden salir de esto","0","2","2","45","7","0","0"
"@mapc todos sabemos que los marcianos no mueren","1","2","1","47","8","0","0"
"@soledadonetto la niña rubia es igual a ti.. jajajajajjaaj saludos desde talca - http://filesocial.com/calbtsv","2","1","1","111","17","0","0"
"@tvn_mauricio sera cierto q un pasaje en lan desde el viernes a hoy subio a 144.000 ??? necesito confirm hija atrapada en valdivia","6","3","0","130","23","0","0"
"@carlaangola ya en cuidades como punto fijo y barcelona se va la luz todos los dias","5","1","1","83","16","0","0"
"ayyyy 2010 !! dos meses y puras tragedias","3","1","0","41","7","0","0"
"@tvn_mauricio que real se esta haciendo por la gente de quilicur","3","1","1","64","11","0","0"
"rt @cmrondon: genatios:la gran cantidad de viviendas que hay en los cerros y sectores populares de caracas no resistiría un sismo.","7","1","1","131","23","0","0"
"me causo cuando kev en el cap dijo .... en el estudio de grabÚcion jajajajaja","5","2","1","78","15","0","0"
"rt @fuentesilva: mish...  fanny lu con todo. la quinta no esta nada de vacía.  http://yfrog.com/1eeucj","4","1","2","103","19","0","0"
"rt @fco_nikolas: rt @prod_chileno: #terremotochile esperemos que con esto se rectifique y les den un sueldo digno a los bomberos..grande ...","7","3","3","140","21","1","0"
"@tamyta0803 el mio tampoco.----desde las 8 de la mñana... solo aparecen mis tuiteos","3","1","0","84","15","0","0"
"la señora se harà pipi ! #arjona #viña2010","3","3","1","45","9","2","0"
"por lo mismo sería útil que tus noticias tengan títulos más cortos pa poder retwitearlas","2","1","1","92","18","0","0"
"@j_pietrasanta jajajaja si como no?guacala de birria las cabra","4","1","0","62","10","0","0"
